FILENAME	t1_1	t1_1m	t1_1s	t1_2	t1_2m	t1_2s	t1_3	t1_3m	t1_3s	t1_4	t1_4m	t1_4s	t1_5	t1_5m	t1_5s	t1_6	t1_6m	t1_6s	t1_7	t1_7m	t1_7mm	t1_7s	t1m_1	t1m_1m	t1m_1s	t1m_2	t1m_2m	t1m_2s	t1m_3	t1m_3m	t1m_3s	t1m_4	t1m_4m	t1m_4s	t1m_5	t1m_5m	t1m_5s	t1m_6	t1m_6m	t1m_6s	t1m_7	t1m_7m	t1m_7s	t1s_1	t1s_1m	t1s_1s	t1s_2	t1s_2m	t1s_2s	t1s_3	t1s_3m	t1s_3s	t1s_4	t1s_4m	t1s_4s	t1s_5	t1s_5m	t1s_5s	t1s_6	t1s_6m	t1s_6s	t1s_7	t1s_7m	t1s_7s	t2_1	t2_1m	t2_1s	t2_2	t2_2m	t2_2s	t2_3	t2_3m	t2_3s	t2_4	t2_4m	t2_4s	t2_5	t2_5m	t2_5s	t2_6	t2_6m	t2_6s	t2_7	t2_7m	t2_7s	t2m_1	t2m_1m	t2m_1s	t2m_2	t2m_2m	t2m_2s	t2m_3	t2m_3m	t2m_3s	t2m_4	t2m_4m	t2m_4s	t2m_5	t2m_5m	t2m_5s	t2m_6	t2m_6m	t2m_6s	t2m_7	t2m_7m	t2m_7s	t2s_1	t2s_1m	t2s_1s	t2s_2	t2s_2m	t2s_2s	t2s_3	t2s_3m	t2s_3s	t2s_4	t2s_4m	t2s_4s	t2s_5	t2s_5m	t2s_5s	t2s_6	t2s_6m	t2s_6s	t2s_7	t2s_7m	t2s_7s	t3_1	t3_1m	t3_1s	t3_2	t3_2m	t3_2s	t3_3	t3_3m	t3_3s	t3_4	t3_4m	t3_4s	t3_5	t3_5m	t3_5s	t3_6	t3_6m	t3_6s	t3_7	t3_7m	t3_7s	t3m_1	t3m_1m	t3m_1s	t3m_2	t3m_2m	t3m_2s	t3m_3	t3m_3m	t3m_3s	t3m_4	t3m_4m	t3m_4s	t3m_5	t3m_5m	t3m_5s	t3m_6	t3m_6m	t3m_6s	t3m_7	t3m_7m	t3m_7s	t3s_1	t3s_1m	t3s_1s	t3s_2	t3s_2m	t3s_2s	t3s_3	t3s_3m	t3s_3s	t3s_4	t3s_4m	t3s_4s	t3s_5	t3s_5m	t3s_5s	t3s_6	t3s_6m	t3s_6s	t3s_7	t3s_7m	t3s_7s	t4_1	t4_1m	t4_1s	t4_2	t4_2m	t4_2s	t4_3	t4_3m	t4_3s	t4_4	t4_4m	t4_4s	t4_5	t4_5m	t4_5s	t4_6	t4_6m	t4_6s	t4_7	t4_7m	t4_7s	t4m_1	t4m_1m	t4m_1s	t4m_2	t4m_2m	t4m_2s	t4m_3	t4m_3m	t4m_3s	t4m_4	t4m_4m	t4m_4s	t4m_5	t4m_5m	t4m_5s	t4m_6	t4m_6m	t4m_6s	t4m_7	t4m_7m	t4m_7s	t4s_1	t4s_1m	t4s_1s	t4s_2	t4s_2m	t4s_2s	t4s_3	t4s_3m	t4s_3s	t4s_4	t4s_4m	t4s_4s	t4s_5	t4s_5m	t4s_5s	t4s_6	t4s_6m	t4s_6s	t4s_7	t4s_7m	t4s_7s	t5_1	t5_1m	t5_1s	t5_2	t5_2m	t5_2s	t5_3	t5_3m	t5_3s	t5_4	t5_4m	t5_4s	t5_5	t5_5m	t5_5s	t5_6	t5_6m	t5_6s	t5_7	t5_7m	t5_7s	t5m_1	t5m_1m	t5m_1s	t5m_2	t5m_2m	t5m_2s	t5m_3	t5m_3m	t5m_3s	t5m_4	t5m_4m	t5m_4s	t5m_5	t5m_5m	t5m_5s	t5m_6	t5m_6m	t5m_6s	t5m_7	t5m_7m	t5m_7s	t5s_1	t5s_1m	t5s_1s	t5s_2	t5s_2m	t5s_2s	t5s_3	t5s_3m	t5s_3s	t5s_4	t5s_4m	t5s_4s	t5s_5	t5s_5m	t5s_5s	t5s_6	t5s_6m	t5s_6s	t5s_7	t5s_7m	t5s_7s	t6_1	t6_1m	t6_1s	t6_2	t6_2m	t6_2s	t6_3	t6_3m	t6_3s	t6_4	t6_4m	t6_4s	t6_5	t6_5m	t6_5s	t6_6	t6_6m	t6_6s	t6_7	t6_7m	t6_7mm	t6_7s	t6m_1	t6m_1m	t6m_1s	t6m_2	t6m_2m	t6m_2s	t6m_3	t6m_3m	t6m_3s	t6m_4	t6m_4m	t6m_4s	t6m_5	t6m_5m	t6m_5s	t6m_6	t6m_6m	t6m_6s	t6m_7	t6m_7m	t6m_7s	t6s_1	t6s_1m	t6s_1s	t6s_2	t6s_2m	t6s_2s	t6s_3	t6s_3m	t6s_3s	t6s_4	t6s_4m	t6s_4s	t6s_5	t6s_5m	t6s_5s	t6s_6	t6s_6m	t6s_6s	t6s_7	t6s_7m	t6s_7s	t7_1	t7_1m	t7_1s	t7_2	t7_2m	t7_2s	t7_3	t7_3m	t7_3s	t7_4	t7_4m	t7_4s	t7_5	t7_5m	t7_5s	t7_6	t7_6m	t7_6s	t7_7	t7_7m	t7_7s	t7m_1	t7m_1m	t7m_1s	t7m_2	t7m_2m	t7m_2s	t7m_3	t7m_3m	t7m_3s	t7m_4	t7m_4m	t7m_4s	t7m_5	t7m_5m	t7m_5s	t7m_6	t7m_6m	t7m_6s	t7m_7	t7m_7m	t7m_7s	t7mm_6	t7mm_7m	t7s_1	t7s_1m	t7s_1s	t7s_2	t7s_2m	t7s_2s	t7s_3	t7s_3m	t7s_3s	t7s_4	t7s_4m	t7s_4s	t7s_5	t7s_5m	t7s_5s	t7s_6	t7s_6m	t7s_6s	t7s_7	t7s_7m	t7s_7s
shankara.txt.deg.degree	2.752	0	0	0	0	0	1.835	0	0	0	0	0	0.917	0	0	0	0	0	6.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	8.257	0	0	0	0	0	0	0	0	0	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.092	0	0	3.67	0	0	0	0	0	11.009	0	0	0	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.927	0	0	0	0	0	2.752	0	0	0	0	0	3.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.752	0	0	0	0	0	0	0	0	0	0	0	3.67	0	0	0	0	0	1.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.752	0	0	2.752	0	0	0	0	0	0	0	0	0	0	0	8.257	0	0	9.174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shri.txt.deg.degree	1.449	0	0	0	5.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.348	0	0	0	11.594	0	2.899	0	0	0	0	2.899	5.797	0	0	0	0	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.696	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.348	0	0	0	0	5.797	4.348	0	0	0	4.348	0	0	0	0	0	0	0	0	2.899	0	1.449	0	0	0	0	4.348	2.899	0	0	0	1.449	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.797	1.449	0	0	0	2.899	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.899	0	4.348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shuddh_kalyan.txt.deg.degree	6.047	0	0	3.256	0	0	2.326	0	0	0	0	0	0.93	0	0	7.442	0	0	1.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.581	0	0	4.651	0	0	10.698	0	0	0	0	0	2.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.326	0	0	13.953	0	0	6.047	0	0	0	0	0	3.256	0	0	0.93	0	0	0.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0.93	0	0	0	0	0	0.93	0	0	0	0	0	6.047	0	0	0	0	1.86	2.326	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.047	0	0	0	0	0	1.86	0	0	0	0	0	2.326	0	0	2.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465	0	0	1.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shuddh_sarang.txt.deg.degree	4.878	0	0	0	0	0	0	0	0	2.439	0	0	0	0	0	0	0	0	7.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.878	0	0	4.878	0	0	0	0	0	7.317	0	0	0	0	0	0	0	0	2.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.756	0	0	0	0	0	14.634	0	0	7.317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.439	0	0	0	0	0	4.878	0	0	2.439	0	0	0	0	0	2.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.439	0	0	0	0	0	0	0	0	0	0	0	2.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.878	0	0	2.439	0	0	0	0	0	0	0	0	0	0	0	4.878	0	0	4.878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shyam_kalyan.txt.deg.degree	2.703	0	0	4.054	0	0	0	0	0	1.351	0	0	0	0	0	0	0	0	1.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.054	0	0	1.351	0	0	0	0	0	5.405	0	0	0	0	0	0	0	0	2.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351	0	0	5.405	0	0	8.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.703	0	0	6.757	0	0	5.405	0	0	5.405	0	0	1.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.703	0	0	2.703	0	0	1.351	0	0	12.162	0	0	1.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.351	0	0	4.054	0	0	4.054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.703	0	0	1.351	0	0	0	0	0	0	0	0	1.351	0	0	2.703	0	0	2.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sindhura.txt.deg.degree	1.02	0	0	7.143	0	0	0	1.02	0	0	0	0	1.02	0	0	0	0	0	0	3.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.102	0	0	1.02	0	0	0	4.082	0	4.082	0	0	0	0	0	0	0	0	0	2.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02	0	0	8.163	0	0	0	4.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.082	0	0	0	0	6.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.102	0	0	1.02	0	0	9.184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.102	0	0	0	0	0	0	0	0	1.02	0	0	5.102	0	0	6.122	0	0	0	3.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02	0	0	0	0	0	0	0	0	0	0	0	2.041	0	0	5.102	0	0	0	3.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sohini.txt.deg.degree	7.229	0	0	0	2.41	0	2.41	0	0	0	0	1.205	0	0	0	0	0	0	3.614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.229	0	0	0	0	0	1.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.614	0	3.614	0	0	0	0	9.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.639	0	0	0	0	4.819	0	0	0	7.229	0	0	2.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.434	0	0	0	1.205	0	0	8.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41	0	0	0	2.41	0	0	0	0	0	0	0	0	0	0	9.639	0	0	1.205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sur_malhar.txt.deg.degree	1.596	0	0	3.191	0	0	0	0	0	1.064	0	0	2.128	0	0	0	0	0	3.723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596	0	0	4.787	0	0	0	0	0	7.447	0	0	0.532	0	0	0	0	0	2.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.064	0	0	7.979	0	0	0	0	0	5.851	0	0	6.383	0	0	0	0	0	2.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66	0	0	0	0	0	0	0	0	5.319	0	0	3.723	0	0	4.255	0	0	5.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.532	0	0	0	0	0	1.596	0	0	4.255	0	0	1.064	0	0	1.596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.319	0	0	0.532	0	0	0	0	0	2.128	0	0	4.255	0	0	3.723	0	0	1.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tilak_kamod.txt.deg.degree	13.158	0	0	0	0	0	7.895	0	0	2.632	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.263	0	0	0	0	0	7.895	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.263	0	0	13.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	2.632	0	0	2.632	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	2.632	0	0	5.263	0	0	2.632	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	5.263	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tilang.txt.deg.degree	0	0	0	0	0	0	4.167	0	0	0	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	0	0	0	0	0	12.5	0	0	8.333	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333	0	0	0	0	0	8.333	0	0	0	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	0	0	12.5	0	0	0	0	0	0	0	0	8.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	8.333	0	0	0	0	0	4.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yaman.txt.deg.degree	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	9.677	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.903	0	0	0	0	0	0	0	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.452	0	0	0	0	6.452	0	0	0	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	3.226	0	0	3.226	0	0	9.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	3.226	0	0	3.226	0	0	0	0	0	0	0	0	9.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
